,Alabama,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Florida,Georgia,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
POPESTIMATE2017,4874747,7016270,3004279,39536653,5607154,3588184,961939,20984400,10429379,1716943,12802023,6666818,3145711,2913123,4454189,4684333,1335907,6052177,6859819,9962311,5576606,2984100,6113532,1050493,1920076,2998039,1342795,9005644,2088070,19849399,10273419,755393,11658609,3930864,4142776,12805537,1059639,5024369,869666,6715984,28304596,3101833,623657,8470020,7405743,1815857,5795483,579315
